inner_id,username,profile,follower_cnt,following_cnt
7568780673,goodbodyfit.incheon,"🖤ɢᴏᴏᴅ ʙᴏᴅʏ ғɪᴛ🖤
🎖그룹 트레이닝 전문
🎖1:1개인지도 전문
#다이어트 #근력향상 #체력증진 #체형교정 #바디프로필 
“당신의 건강한 몸을 위한 특별한 운동 공간“
💌 카카오톡 ID : goodbodyfit
💌 플러스친구 ID : 굿바디핏
✡✡✡✡",385,446
6076180123,pyeonpilhwa,"#아들딸맘 #공부방선생님 #amway리더 #유투버꿈나무🌳
#채널편필화 #가족스타그램👪💕 #일상 #뷰티그램 #건강 #어린이성장 #다이어트 #운동그램🏃 #끈기프로젝트_운동편 100일도전중  #켈리최생각파워",601,413
12800956145,angel.hee_a,운동하는 여자,18,11
7128943085,jinhyi9303,"강남역 골드에셋 중개법인소속
강남전역 오피스텔
강남전역신축빌라
강남전역시행부지 평가사",425,348
25873134836,gosong617,몸은  정직하다!!,27,39
7692919154,bodycoach.official,"기구필라+PT+체형교정
건강하고 안정한공간은 사치가아닌 필수입니다
편하게 카톡문의👇🏻👇🏻",254,547
3256906348,cgm1023,,191,149
8279293946,hessed_pt_ceo,"CEO 헤세드 
Wilderness 1:1 트레이닝센터장💪👉👈
재활(허리.어깨,무릎)/다이어트 🍅🍗🥚
https://wilderness.modoo.at",52,19
2319853166,ally_0510,영어회화 - 앨리와 백두산영어/ 유튜버 / youtuber,290,439
5983276740,hagjoo_sok,,248,189
3035080341,zebalance1,,111,156
7469379375,xbodygym1,"향남PT 전문 1:1개인PT 2:1그룹피티 ,선수트레이닝,바디프로필촬영준비                                카톡:upboys 📱010-9214-6234",48,15
12992871492,coebongsig23,"Rfitness 매니저🐷🐱 프리다이빙 강사🐸🐢🐠
교육/체험/번개.🐬🦀서울.경기,수도권  문의010육사구육2376
인명구조요원🐬🦈🦈🐙 후평동 p.t.gt   교육  #퍼스널트레이닝#프리다이빙교육  🐋🐋#스노클링포인트
🦐🦞🦀#춘천pt #춘천다이",224,547
2286647799,curves_wolgye,"👉02)941 6330 무료체험예약
👉 근력운동+유산소운동+스트레칭 단30분!
👉다른운동보다 3배 빠른효과!
👉MBC생방송아침이좋다 4/23 5/7!
      여성근감소증 커브스로해결 방송!
👉MBN방송 대표 몸짱녀로 출연!
👉#장위동헬스",430,364
14252273649,rim_pilates_pt,"🤸‍♂️대기구필라테스 👉( 1:1레슨/ 2:1레슨)
🏋️‍♂️기구필라테스+PT👉  (1:1레슨/ 2:1레슨)
🧘‍♀️소수정예 그룹레슨 
 @ggggrim 
위치:하단역 2번 출구에서 도보 5분 거리 위치
#다이어트#산전산후#체형교정",249,505
1771541061,gaeko_07,"🐶개코쌤 
💪끝장다이어트 (점핑&근력운동)
🥤커피&에너지 음료
📞문의 051.755.0790
⏰월 ~ 토 (open 09:00 - close 22:00)
🚘주차시설(무료주차)
🏠연산동 307-14 비주펠리스 2층 (미유팻부산본점 바로 옆)",453,255
6356658118,fitnesspi.tv,"🎥피트니스파이 IGTV video 인스타그램
🎞풀영상은 IGTV 피드 or 위에 IGTV 클릭해 주세용~
🏰 목동동로177 삼성쉐르빌2차 상가2층 
👊카카오톡 id : FITNESSPI 📱010 3764 0100",8,18
9202935302,cuf44gnts7616,"24시간 인스타그램 좋아요+ 팔로우 + 언팔로우 관리
/
실제 활동중인 한국인들을 내 팔로워로!!
..
유령팔로우 XX
정체모를 외국인 팔로우 XX
..
..
카톡 : instaup
TEL : 02 793 7530
..
▲▲DM(X) 카톡, 전화 문의 주세요^^▲▲",39,346
6266909908,miamibronze__official,태닝그이상의 문화를 만드는곳 NO.1태닝개라지 마이애미블론즈🍀🍀miamibronze _busan  010 5596 5678,539,699
6035947993,fever0047,"#건강 #탄력 #미모~~~💕
#여행스타그램 #여행을사랑하는여자
#어쩌다보니 !!^^ #반백살 #반백살을즐기는여인 푸핫ㅎ~ㅋㅋ",329,403
2080587918,kimjungmin_79,"☆직업 : 전문트레이너 16년차 / 스튜디오 대표 9년차
☆취미 : 사진, 영상, 자동차, 보디빌딩, 밀리터리
.
■ 김정민 퍼스널 트레이닝 스튜디오 대표 <노원역>
■ 유튜브 ""JM WORKOUT""
■ 전문 1:1 트레이닝, 선수육성
📲 레슨문의 DM 환영",591,516
8191248782,yongae7,,52,87
1565417042,hong_kyu_,"서울특별시 서초구 방배동 851-8번지
내방빌딩 B1 브랜뉴짐
개인P.T 전문샵💪",419,202
35596450270,hyunsongtv,"현송(賢松)-어진소나무
어둠은 빛을 이기지 못하고, 거짓은 진실을 이기지 못한다.
#youtuber #Vlog #reading #writing #idea #workout",35,63
2301668509,miya3302,,64,160
16910909747,you99_77,"서울시 금천구 한내로62 한신코아 4층
02_899_9988
네츄럴 휘트니스
yu_di_97",105,244
7057668779,dsseafood26,개인사업.수산업.New York City,413,127
4415467392,okmom0914,"운동을 좋아하는 57세 주부^^
몸짱을 향하여 아자아자!!!",335,245
6923051732,jangboracoach,,107,161
998599424,milkyway7283,"캐논유저 DSLR
5DMark3로 사진여행
사진 찍는 50대 아줌마의 일상노트
곧죽어도 폼생폼사 
😄카톡😄 kongstyle7283
네이버까페 cafe.naver.com/phtartspace
흑백사진과 실루엣사진이 조아^^",352,432
2325971325,hyanggu_hur,"#생각하는대로 살지 않으면, #사는대로 생각하게된다!",302,666
1560357708,40.50model,,48,58
1783346042,hola_seondays,#아날들 #설렘 🙂😆😘,587,124
31553743,happysuesong,"건강하구 행복하구 감사하구 사랑하세요~ 🇰🇷🇺🇸😍 DON'T WORRY BE HAPPY 🙂
https://www.instagram.com/tv/B_iuSc-FbhC/?igshid=1lwesw84yvu2g",672,531
6375848197,radgym_official,"옥길로 110-19, ES Tower 5층",203,160
9154403073,ehj198317,"예뻐지고싶지^^
디톡스 궁금해
폭풍디톡스
나랑해요^^
궁금하면 꾸~욱  눌러주세용~~~^^♡",65,1
6753763700,bokyunglee1001,"#애터미 착한사업자 
#에어비앤비 친절호스트
#노인운동 방문지도
#제4의인생을 바꾸는 습관
방문 운동지도 밎 건강하고 간편한 식사법 교육
대한체육협회 생활스포츠지도사2급(보디빌딩)
대한체육협회 노인스포츠지도사(보디빌딩)
#구산보건소 배쏙쏙운동교실 강사",161,318
4253641683,ceo_bodycoach,"✨망포영통점 그랜드확장 9월오픈🎊
✨기흥구청점 중심상가 8월오픈🎊
“당신도 할수 있게 만드는 감성피티샵❣️
“브랜드대상 6관왕수상🏆동아09.02
“여성전용 B/F Studio 비율리티걸🎬
✨주간피플 interview표지인물
✨월간인터뷰 interview표지인물",540,24
7567244449,celltox_joungsung,"💫명품셀톡스ㅡ명품클리닉-라인ㅡ요요🚫💫
❤5일10일15일 단기 가능❤
😍누구나 부러워하는 👙비키니 몸매
😍안빠져서 고민인분도
😍내성있는분도 빠진다는 핫템😘
😍 1:1관리 프로그램
🤙 문의
👉010.9500.7127👈
👉부업및사업 하실분도 환영합니다",114,96
1026454668,kari_ssam,운동하며 물리 가르치는 초딩이 아빠입니다.  만나서 반갑습니다. ^^,48,67
1482987112,jonadan_mom,"Positive & open mind.
Homo ludens.(+ homo faber😊)
I have a dream.
참사람
Amway Leader.🌏🗽🇰🇷
건강관리사(H01-1-57-15982)
#더불어사는자본주의 #실천가",365,299
3304464260,j_kyoung.mi,"웃음도 연습이야😆
웃어본 사람만이 웃을 줄 알지!",141,97
5526345781,hoonjinyang,"🇰🇷#운동하는의사 #안양산부인과 #70년개띠
2018.4운동시작▷#헬스💪 #유지어터
#책📖#영어공부 #미라클모닝 #선한영향력
#산🏞 #걷기 #올레 #하이킹 #싸이클🚴 #골프🏌
#플룻🎶  @hoonjinmusic",574,412
10572601571,sms19946,"함께 가는 행복한 삶을 위해 #파이진글로벌#예뻐지면서돈도벌고#꿀피부 #모공소명#피부성형#코스메슈티컬화장품#선점사업
#기막힌 타이밍#거꾸러먹는화장품중#볼륨톡스
#지니어스클럽#최명길화장품#트렌드#꿀피5종
#동안비법 #류소현 #신미숙010 4118 5193",76,18
